country,trending_date,rolling_30d_avg_views
CA,2022-07-12,5328870.0
CA,2022-07-16,4794405.0
CA,2022-07-18,4786922.0
CA,2022-07-20,4998343.0
CA,2022-07-21,4920898.0
CA,2022-07-22,4839357.0
CA,2022-07-25,4886402.0
CA,2022-07-26,4832495.0
CA,2022-07-27,4926425.0
CA,2022-07-31,5036080.0
CA,2022-08-02,5133353.0
CA,2022-08-09,5294734.0
CA,2022-08-12,5040340.0
CA,2022-08-14,5017936.0
CA,2022-08-15,5156610.0
CA,2022-08-18,5311559.0
CA,2022-08-19,5334451.0
CA,2022-08-25,5748009.0
CA,2022-08-27,6164558.0
CA,2022-09-01,6090774.0
CA,2022-09-05,5939160.0
CA,2022-09-06,5573603.0
CA,2022-09-09,5863651.0
CA,2022-09-10,6212684.0
CA,2022-09-11,6130216.0
CA,2022-09-12,5998088.0
CA,2022-09-16,5840267.0
CA,2022-09-17,6234717.0
CA,2022-09-18,5867505.0
CA,2022-09-20,5821319.0
CA,2022-09-23,5817106.0
CA,2022-09-25,6062417.0
CA,2022-09-27,6600829.0
CA,2022-09-28,6532295.0
CA,2022-09-29,6825335.0
CA,2022-10-05,7225489.0
CA,2022-10-09,7065227.0
CA,2022-10-13,7319104.0
CA,2022-10-16,7244304.0
CA,2022-10-18,7134427.0
CA,2022-10-20,7925165.0
CA,2022-10-25,7716430.0
CA,2022-10-27,7645753.0
CA,2022-10-31,7663365.0
CA,2022-11-02,7542324.0
CA,2022-11-04,7386186.0
CA,2022-11-05,7279430.0
CA,2022-11-09,6954411.0
CA,2022-11-10,6756666.0
CA,2022-11-11,6825511.0
CA,2022-11-18,6911522.0
CA,2022-11-20,7702776.0
CA,2022-11-21,7587040.0
CA,2022-12-02,7174171.0
CA,2022-12-05,7270919.0
CA,2022-12-06,7329654.0
CA,2022-12-09,7489267.0
CA,2022-12-10,7011078.0
CA,2022-12-11,7093354.0
CA,2022-12-12,7308128.0
CA,2022-12-14,7236613.0
CA,2022-12-16,7002058.0
CA,2022-12-19,6402530.0
CA,2022-12-20,6334643.0
CA,2022-12-22,6168058.0
CA,2022-12-24,5785191.0
CA,2022-12-25,5783498.0
CA,2022-12-26,5334770.0
CA,2022-12-30,5763753.0
CA,2023-01-03,5820775.0
CA,2023-01-05,4897162.0
CA,2023-01-09,5662208.0
CA,2023-01-10,5679030.0
CA,2023-01-12,5658778.0
CA,2023-01-14,5543627.0
CA,2023-01-15,5542746.0
CA,2023-01-16,5564506.0
CA,2023-01-21,5559202.0
CA,2023-01-22,5298547.0
CA,2023-01-25,5366345.0
CA,2023-01-27,5007039.0
CA,2023-02-05,4354964.0
CA,2023-02-07,4265113.0
CA,2023-02-13,4354913.0
CA,2023-02-14,4255520.0
CA,2023-02-17,4175945.0
CA,2023-02-23,3995593.0
CA,2023-02-27,4084416.0
CA,2023-03-02,4109480.0
CA,2023-03-06,4444198.0
CA,2023-03-07,4383418.0
CA,2023-03-10,4801590.0
CA,2023-03-14,5352833.0
CA,2023-03-15,5289396.0
CA,2023-03-18,5222312.0
CA,2023-03-19,5265830.0
CA,2023-03-20,6309667.0
CA,2023-03-26,6587437.0
CA,2023-03-28,6361878.0
CA,2023-04-01,6424399.0
CA,2023-04-03,6574725.0
CA,2023-04-06,5882185.0
CA,2023-04-07,5814756.0
CA,2023-04-08,6588647.0
CA,2023-04-10,6805935.0
CA,2023-04-11,6829484.0
CA,2023-04-15,7045798.0
CA,2023-04-16,6919549.0
CA,2023-04-20,6965767.0
CA,2023-04-22,7101155.0
CA,2023-04-24,7315305.0
CA,2023-04-25,7101708.0
CA,2023-04-28,7050685.0
CA,2023-04-29,6957289.0
CA,2023-05-01,6964856.0
CA,2023-05-02,7293840.0
CA,2023-05-06,7402189.0
CA,2023-05-11,7335362.0
CA,2023-05-12,9082769.0
CA,2023-05-13,8594588.0
CA,2023-05-15,8886877.0
CA,2023-05-17,8479812.0
CA,2023-05-20,8062800.0
CA,2023-05-22,8348536.0
CA,2023-05-23,8395629.0
CA,2023-05-25,8558692.0
CA,2023-05-31,7667047.0
CA,2023-06-02,7413060.0
CA,2023-06-07,7186057.0
CA,2023-06-08,7197475.0
CA,2023-06-09,7008229.0
CA,2023-06-10,7046842.0
CA,2023-06-11,7669676.0
CA,2023-06-12,7263364.0
CA,2023-06-13,7212652.0
CA,2023-06-20,7196782.0
CA,2023-06-21,6958824.0
CA,2023-07-01,7010231.0
CA,2023-07-04,7111249.0
CA,2023-07-12,6906003.0
CA,2023-07-13,6723116.0
CA,2023-07-15,6903234.0
CA,2023-07-18,6898072.0
CA,2023-07-19,6891169.0
CA,2023-07-24,6931056.0
CA,2023-07-31,6632740.0
CA,2023-08-03,6677160.0
CA,2023-08-05,6885724.0
CA,2023-08-13,5151587.0
CA,2023-08-16,5125448.0
CA,2023-08-17,4832203.0
CA,2023-08-24,4819218.0
CA,2023-08-27,4543239.0
CA,2023-08-28,4702066.0
CA,2023-08-31,4735005.0
CA,2023-09-05,4778495.0
CA,2023-09-06,5035303.0
CA,2023-09-09,5092932.0
CA,2023-09-14,8252222.0
CA,2023-09-15,8294126.0
CA,2023-09-16,8926683.0
CA,2023-09-19,8764197.0
CA,2023-09-23,8016841.0
CA,2023-09-27,12284824.0
CA,2023-10-04,12064776.0
CA,2023-10-05,12108950.0
CA,2023-10-07,12143056.0
CA,2023-10-16,12285564.0
CA,2023-10-18,12174866.0
CA,2023-10-19,12184047.0
CA,2023-10-21,12235974.0
CA,2023-10-22,12078466.0
CA,2023-10-24,12116667.0
CA,2023-10-25,12554531.0
CA,2023-10-26,12529005.0
CA,2023-10-31,12677325.0
CA,2023-11-02,12801192.0
CA,2023-11-03,12672142.0
CA,2023-11-07,12617104.0
CA,2023-11-11,12581162.0
CA,2023-11-12,13036015.0
CA,2023-11-17,13126040.0
CA,2023-11-18,13517527.0
CA,2023-11-20,13139364.0
CA,2023-11-21,13115925.0
CA,2023-11-25,13442905.0
CA,2023-11-26,13705240.0
CA,2023-11-30,13651901.0
CA,2023-12-02,10477488.0
CA,2023-12-03,10406166.0
CA,2023-12-05,9791062.0
CA,2023-12-15,9843583.0
CA,2023-12-17,12743045.0
CA,2023-12-25,8583591.0
CA,2023-12-27,8660471.0
CA,2023-12-30,8844100.0
CA,2024-01-02,8826044.0
CA,2024-01-04,9318470.0
CA,2024-01-06,9790229.0
CA,2024-01-07,9814148.0
CA,2024-01-11,9852705.0
CA,2024-01-14,9825164.0
CA,2024-01-20,9908055.0
CA,2024-01-21,9806123.0
CA,2024-01-23,10268188.0
CA,2024-01-24,10083708.0
CA,2024-01-25,9913898.0
CA,2024-01-26,9886687.0
CA,2024-01-28,10001625.0
CA,2024-01-30,9975807.0
CA,2024-01-31,9513929.0
CA,2024-02-02,9488885.0
CA,2024-02-10,9367469.0
CA,2024-02-13,9473334.0
CA,2024-02-15,9450333.0
CA,2024-02-16,8928075.0
CA,2024-02-22,8457147.0
CA,2024-02-24,8543795.0
CA,2024-02-25,8661484.0
CA,2024-02-26,8602448.0
CA,2024-02-27,8755562.0
CA,2024-02-29,8851834.0
CA,2024-03-04,6135165.0
CA,2024-03-06,5984750.0
CA,2024-03-07,6067979.0
CA,2024-03-08,5940379.0
CA,2024-03-10,5918270.0
CA,2024-03-11,5303616.0
CA,2024-03-12,5272968.0
CA,2024-03-15,5203295.0
CA,2024-03-16,5495424.0
CA,2024-03-18,5478546.0
CA,2024-03-21,5371907.0
CA,2024-03-22,5179631.0
CA,2024-03-24,4717361.0
CA,2024-03-25,4760228.0
CA,2024-03-29,4785970.0
CA,2024-03-30,4740983.0
CA,2024-04-01,4681161.0
CA,2024-04-02,4904637.0
CA,2024-04-03,4901609.0
CA,2024-04-05,4823176.0
CA,2024-04-07,4566575.0
CA,2024-04-09,4804602.0
CA,2024-04-10,4793097.0
CA,2024-04-13,4843613.0
CA,2024-04-14,5017114.0
CA,2024-04-15,5137611.0
CA,2024-04-16,5008849.0
CA,2024-04-18,5001195.0
CA,2024-04-19,4874975.0
CA,2024-04-20,4688068.0
CA,2024-04-22,4721290.0
CA,2024-04-25,4554490.0
CA,2024-04-27,4352832.0
CA,2024-05-03,4869777.0
CA,2024-05-05,4973171.0
CA,2024-05-06,4939971.0
CA,2024-05-13,4455014.0
CA,2024-05-15,4429257.0
CA,2024-05-16,4056645.0
CA,2024-05-17,4920042.0
CA,2024-05-18,5190837.0
CA,2024-05-20,5175940.0
CA,2024-05-21,5234215.0
CA,2024-05-23,5286918.0
CA,2024-05-24,5335801.0
CA,2024-05-29,5407353.0
CA,2024-05-30,5539630.0
CA,2024-05-31,5399849.0
CA,2024-06-02,5694592.0
CA,2024-06-08,5987333.0
CA,2024-06-12,6105144.0
CA,2024-06-13,5854741.0
CA,2024-06-14,5796214.0
CA,2024-06-15,5783400.0
CA,2024-06-16,5527377.0
CA,2024-06-18,5514348.0
CA,2024-06-19,5587976.0
CA,2024-06-20,5673492.0
CA,2024-06-21,5657034.0
CA,2024-06-23,6001539.0
CA,2024-07-03,5800033.0
CA,2024-07-04,5744191.0
CA,2024-07-05,5840247.0
CA,2024-07-07,5221192.0
CA,2024-07-14,5132094.0
CA,2024-07-15,5299873.0
CA,2024-07-20,5480938.0
CA,2024-07-23,5642328.0
CA,2024-07-24,6696061.0
CA,2024-07-26,8663011.0
CA,2024-07-31,8478883.0
CA,2024-08-01,8457812.0
CA,2024-08-08,8870998.0
CA,2024-08-19,8930695.0
CA,2024-08-23,8871917.0
CA,2024-08-24,8878626.0
CA,2024-08-27,8640938.0
CA,2024-09-01,8796321.0
CA,2024-09-03,8608054.0
CA,2024-09-04,8282482.0
CA,2024-09-06,8161631.0
CA,2024-09-08,8173869.0
CA,2024-09-10,8224922.0
CA,2024-09-15,8712884.0
CA,2024-09-21,8644320.0
CA,2024-09-22,8774028.0
CA,2024-09-27,10079386.0
CA,2024-09-29,10349784.0
CA,2024-10-05,10486918.0
CA,2024-10-06,11083151.0
CA,2024-10-10,11162174.0
CA,2024-10-19,11157105.0
CA,2024-10-25,11224970.0
CA,2024-10-27,11222366.0
CA,2024-10-29,11466763.0
CA,2024-10-31,11510743.0
CA,2024-11-05,11374737.0
CA,2024-11-06,11258298.0
CA,2024-11-09,10210236.0
CA,2024-11-13,7486018.0
CA,2024-11-14,7562311.0
CA,2024-11-18,7635875.0
CA,2024-11-19,7604941.0
CA,2024-11-20,7576730.0
CA,2024-11-21,7760476.0
CA,2024-11-23,7824198.0
CA,2024-11-24,7817556.0
CA,2024-11-27,7718089.0
CA,2024-11-29,7685928.0
CA,2024-12-01,7699649.0
CA,2024-12-02,7919742.0
CA,2024-12-03,7744880.0
CA,2024-12-07,7937631.0
CA,2024-12-08,7550358.0
CA,2024-12-15,7849959.0
CA,2024-12-19,7534163.0
CA,2024-12-21,6164902.0
CA,2024-12-24,5762373.0
CA,2024-12-26,5978192.0
CA,2024-12-28,5749268.0
CA,2024-12-31,5648047.0
DE,2022-01-01,895115.0
DE,2022-01-03,2209888.0
DE,2022-01-04,2611830.0
DE,2022-01-13,3663863.0
DE,2022-01-14,3283980.0
DE,2022-01-16,6818028.0
DE,2022-01-19,5948594.0
DE,2022-01-26,5257755.0
DE,2022-01-28,5265398.0
DE,2022-01-30,4874355.0
DE,2022-02-04,4803908.0
DE,2022-02-07,5049682.0
DE,2022-02-13,6127212.0
DE,2022-02-21,5745920.0
DE,2022-02-24,5445955.0
DE,2022-02-27,6258623.0
DE,2022-03-01,6393873.0
DE,2022-03-02,8684611.0
DE,2022-03-03,9145333.0
DE,2022-03-04,8837049.0
DE,2022-03-05,8713699.0
DE,2022-03-12,8437414.0
DE,2022-03-14,8106055.0
DE,2022-03-16,7913261.0
DE,2022-03-18,7806474.0
DE,2022-03-19,7583131.0
DE,2022-03-21,7556187.0
DE,2022-03-22,7751972.0
DE,2022-03-25,7662253.0
DE,2022-03-28,7446325.0
DE,2022-03-29,8545460.0
DE,2022-03-30,8447005.0
DE,2022-04-03,8380587.0
DE,2022-04-08,8208116.0
DE,2022-04-09,8307085.0
DE,2022-04-10,7559637.0
DE,2022-04-16,7826264.0
DE,2022-04-18,7856374.0
DE,2022-04-19,8365507.0
DE,2022-04-20,8334725.0
DE,2022-04-21,8345077.0
DE,2022-05-01,8672249.0
DE,2022-05-02,8046247.0
DE,2022-05-04,8099411.0
DE,2022-05-05,8093800.0
DE,2022-05-11,7716192.0
DE,2022-05-13,7716376.0
DE,2022-05-14,6170094.0
DE,2022-05-16,5629137.0
DE,2022-05-17,5539392.0
DE,2022-05-20,5680114.0
DE,2022-05-21,5654052.0
DE,2022-05-24,5734922.0
DE,2022-05-27,5826684.0
DE,2022-05-31,6247625.0
DE,2022-06-02,6335349.0
DE,2022-06-03,6226167.0
DE,2022-06-05,9482379.0
DE,2022-06-06,9556724.0
DE,2022-06-08,9677643.0
DE,2022-06-13,8617284.0
DE,2022-06-14,8711801.0
DE,2022-06-20,8712254.0
DE,2022-06-23,8777493.0
DE,2022-06-26,8701106.0
DE,2022-06-27,8876963.0
DE,2022-07-02,8727968.0
DE,2022-07-03,8720278.0
DE,2022-07-06,8347043.0
DE,2022-07-08,8543007.0
DE,2022-07-10,8415437.0
DE,2022-07-13,8589416.0
DE,2022-07-17,8755045.0
DE,2022-07-18,8756191.0
DE,2022-07-21,9080876.0
DE,2022-07-22,8985980.0
DE,2022-07-23,9075885.0
DE,2022-07-24,9211348.0
DE,2022-07-28,9395900.0
DE,2022-07-29,9425813.0
DE,2022-07-30,9365401.0
DE,2022-08-02,9398769.0
DE,2022-08-05,9324439.0
DE,2022-08-07,9353716.0
DE,2022-08-11,8793133.0
DE,2022-08-13,8686125.0
DE,2022-08-15,8652203.0
DE,2022-08-18,5171871.0
DE,2022-08-23,5092586.0
DE,2022-08-24,4951466.0
DE,2022-08-25,4955060.0
DE,2022-08-26,4888300.0
DE,2022-09-01,4915664.0
DE,2022-09-02,4836980.0
DE,2022-09-08,4858570.0
DE,2022-09-13,4731301.0
DE,2022-09-19,4605716.0
DE,2022-09-21,4595265.0
DE,2022-09-22,5641802.0
DE,2022-09-26,5510353.0
DE,2022-10-01,6017768.0
DE,2022-10-02,5465505.0
DE,2022-10-03,5679793.0
DE,2022-10-05,5775936.0
DE,2022-10-06,5504020.0
DE,2022-10-15,5452089.0
DE,2022-10-19,5110300.0
DE,2022-10-22,4962306.0
DE,2022-10-28,5069439.0
DE,2022-10-29,5384213.0
DE,2022-11-02,5132057.0
DE,2022-11-04,5231023.0
DE,2022-11-12,5473239.0
DE,2022-11-14,5271453.0
DE,2022-11-15,5246906.0
DE,2022-11-18,5312609.0
DE,2022-11-22,5256682.0
DE,2022-11-25,5430627.0
DE,2022-11-26,5407747.0
DE,2022-11-28,5437363.0
DE,2022-12-03,5481255.0
DE,2022-12-05,5545076.0
DE,2022-12-10,5604830.0
DE,2022-12-16,6236574.0
DE,2022-12-17,6335655.0
DE,2022-12-27,6255695.0
DE,2023-01-03,6281780.0
DE,2023-01-09,6303543.0
DE,2023-01-11,5094660.0
DE,2023-01-12,5076787.0
DE,2023-01-19,4609553.0
DE,2023-01-23,4450686.0
DE,2023-01-25,4128355.0
DE,2023-01-31,4030356.0
DE,2023-02-01,5104241.0
DE,2023-02-03,5181642.0
DE,2023-02-05,5235547.0
DE,2023-02-08,5230250.0
DE,2023-02-09,5063497.0
DE,2023-02-10,4775936.0
DE,2023-02-16,5010106.0
DE,2023-02-18,4923103.0
DE,2023-02-19,4734857.0
DE,2023-02-21,4771709.0
DE,2023-02-22,5139429.0
DE,2023-02-26,5079104.0
DE,2023-02-27,5071094.0
DE,2023-03-01,5194068.0
DE,2023-03-05,5174565.0
DE,2023-03-09,5134593.0
DE,2023-03-10,5557920.0
DE,2023-03-14,5541532.0
DE,2023-03-15,6270521.0
DE,2023-03-16,5683602.0
DE,2023-03-18,5560199.0
DE,2023-03-24,5582831.0
DE,2023-03-25,5568928.0
DE,2023-03-26,5551491.0
DE,2023-03-29,5761272.0
DE,2023-04-04,5769956.0
DE,2023-04-06,5851732.0
DE,2023-04-07,5875203.0
DE,2023-04-09,5916408.0
DE,2023-04-10,5914238.0
DE,2023-04-11,5147202.0
DE,2023-04-16,5247579.0
DE,2023-04-21,5243576.0
DE,2023-04-22,5261527.0
DE,2023-04-23,5266295.0
DE,2023-04-27,5241685.0
DE,2023-04-28,5164346.0
DE,2023-04-30,5114204.0
DE,2023-05-02,5101880.0
DE,2023-05-05,5120084.0
DE,2023-05-06,4792110.0
DE,2023-05-07,4932011.0
DE,2023-05-09,4946083.0
DE,2023-05-11,4631701.0
DE,2023-05-14,4521560.0
DE,2023-05-15,4696501.0
DE,2023-05-19,4315925.0
DE,2023-05-21,4260220.0
DE,2023-05-26,3648593.0
DE,2023-05-28,3854379.0
DE,2023-05-31,3979359.0
DE,2023-06-03,4126378.0
DE,2023-06-04,4523709.0
DE,2023-06-10,5240108.0
DE,2023-06-11,5069940.0
DE,2023-06-13,5151535.0
DE,2023-06-16,5109070.0
DE,2023-06-18,5088086.0
DE,2023-06-19,5098678.0
DE,2023-06-21,5228454.0
DE,2023-06-23,5261202.0
DE,2023-07-01,5074644.0
DE,2023-07-02,5181942.0
DE,2023-07-05,5280859.0
DE,2023-07-07,5415032.0
DE,2023-07-10,5697897.0
DE,2023-07-14,5520175.0
DE,2023-07-18,5522585.0
DE,2023-07-20,5475371.0
DE,2023-07-22,5545384.0
DE,2023-07-28,6603898.0
DE,2023-07-30,6701779.0
DE,2023-08-04,6748699.0
DE,2023-08-05,7036098.0
DE,2023-08-12,7197518.0
DE,2023-08-13,7112627.0
DE,2023-08-15,7021613.0
DE,2023-08-23,7094580.0
DE,2023-08-25,6941477.0
DE,2023-08-26,6889701.0
DE,2023-09-02,7026785.0
DE,2023-09-03,6865172.0
DE,2023-09-10,6515334.0
DE,2023-09-13,6198636.0
DE,2023-09-14,6097034.0
DE,2023-09-15,6249553.0
DE,2023-09-18,6539245.0
DE,2023-09-19,6618417.0
DE,2023-09-20,6570845.0
DE,2023-09-29,6577044.0
DE,2023-10-06,6305091.0
DE,2023-10-07,6485421.0
DE,2023-10-14,6322230.0
DE,2023-10-18,6197494.0
DE,2023-10-19,6152982.0
DE,2023-10-22,5886923.0
DE,2023-11-01,6263483.0
DE,2023-11-06,6333365.0
DE,2023-11-14,6398169.0
DE,2023-11-25,6476094.0
DE,2023-11-29,5653301.0
DE,2023-12-02,5479757.0
DE,2023-12-03,5450305.0
DE,2023-12-06,5072097.0
DE,2023-12-07,5115429.0
DE,2023-12-11,5058475.0
DE,2023-12-15,5113715.0
DE,2023-12-18,7031460.0
DE,2023-12-19,7045500.0
DE,2023-12-23,6881910.0
DE,2023-12-24,6594251.0
DE,2023-12-28,6671781.0
DE,2023-12-29,6978708.0
DE,2023-12-31,6646391.0
DE,2024-01-03,6608792.0
DE,2024-01-04,6974202.0
DE,2024-01-06,6834422.0
DE,2024-01-09,6917630.0
DE,2024-01-10,6922007.0
DE,2024-01-16,7069285.0
DE,2024-01-18,7016663.0
DE,2024-01-21,6790741.0
DE,2024-01-22,12539464.0
DE,2024-01-23,12602452.0
DE,2024-01-28,12548692.0
DE,2024-01-29,12516033.0
DE,2024-01-30,12166940.0
DE,2024-02-06,12042353.0
DE,2024-02-10,12083703.0
DE,2024-02-11,11942712.0
DE,2024-02-12,11725145.0
DE,2024-02-14,11725368.0
DE,2024-02-17,11796513.0
DE,2024-02-18,11902446.0
DE,2024-02-21,11711860.0
DE,2024-02-22,12512147.0
DE,2024-02-27,12514740.0
DE,2024-02-28,10553711.0
DE,2024-03-04,10669598.0
DE,2024-03-05,11660128.0
DE,2024-03-10,12168060.0
DE,2024-03-11,12069817.0
DE,2024-03-13,12910796.0
DE,2024-03-16,12955603.0
DE,2024-03-23,13013638.0
DE,2024-03-24,12380318.0
DE,2024-03-27,12200784.0
DE,2024-04-05,12003641.0
DE,2024-04-08,12403284.0
DE,2024-04-10,12103557.0
DE,2024-04-14,12185752.0
DE,2024-04-15,12179416.0
DE,2024-04-20,6625476.0
DE,2024-04-21,7667950.0
DE,2024-04-27,7636349.0
DE,2024-04-28,7696336.0
DE,2024-05-01,7802176.0
DE,2024-05-06,7956025.0
DE,2024-05-07,8117436.0
DE,2024-05-08,8040654.0
DE,2024-05-09,8164977.0
DE,2024-05-13,8168176.0
DE,2024-05-15,8178700.0
DE,2024-05-17,8029405.0
DE,2024-05-18,8303471.0
DE,2024-05-20,7711575.0
DE,2024-05-21,7610531.0
DE,2024-05-23,7847672.0
DE,2024-05-25,7676411.0
DE,2024-05-27,6775957.0
DE,2024-05-28,6276046.0
DE,2024-06-03,7094390.0
DE,2024-06-04,5955443.0
DE,2024-06-06,5977654.0
DE,2024-06-07,6063154.0
DE,2024-06-08,7072644.0
DE,2024-06-10,7107735.0
DE,2024-06-13,7310327.0
DE,2024-06-14,6867922.0
DE,2024-06-18,6905586.0
DE,2024-06-21,6794864.0
DE,2024-06-22,6851296.0
DE,2024-06-23,7029064.0
DE,2024-06-26,5940285.0
DE,2024-06-27,6299010.0
DE,2024-06-29,6468961.0
DE,2024-06-30,6852446.0
DE,2024-07-03,6810203.0
DE,2024-07-07,6947474.0
DE,2024-07-12,7282522.0
DE,2024-07-13,7149918.0
DE,2024-07-16,7239763.0
DE,2024-07-18,7148109.0
DE,2024-07-21,7159225.0
DE,2024-07-23,6902559.0
DE,2024-07-25,6663274.0
DE,2024-07-26,6786019.0
DE,2024-07-27,6727328.0
DE,2024-07-29,6691698.0
DE,2024-07-31,6578217.0
DE,2024-08-01,6567692.0
DE,2024-08-09,6008463.0
DE,2024-08-14,6274417.0
DE,2024-08-18,6296462.0
DE,2024-08-21,6117443.0
DE,2024-08-22,5196506.0
DE,2024-08-23,5162495.0
DE,2024-08-24,4974178.0
DE,2024-09-01,5862593.0
DE,2024-09-11,6223986.0
DE,2024-09-12,6411758.0
DE,2024-09-13,6513704.0
DE,2024-09-21,6230210.0
DE,2024-09-24,6936130.0
DE,2024-09-26,6568854.0
DE,2024-09-30,6390920.0
DE,2024-10-06,6273788.0
DE,2024-10-08,6328671.0
DE,2024-10-17,6450132.0
DE,2024-10-18,6198487.0
DE,2024-10-19,6193866.0
DE,2024-10-20,6104501.0
DE,2024-10-21,6672437.0
DE,2024-10-23,6698220.0
DE,2024-10-24,6958165.0
DE,2024-10-25,7079276.0
DE,2024-10-30,8111276.0
DE,2024-11-01,7878927.0
DE,2024-11-02,7918479.0
DE,2024-11-03,7869803.0
DE,2024-11-04,7906739.0
DE,2024-11-07,7833593.0
DE,2024-11-09,8268028.0
DE,2024-11-11,8165804.0
DE,2024-11-14,8192725.0
DE,2024-11-17,8547969.0
DE,2024-11-21,8564631.0
DE,2024-11-23,8911464.0
DE,2024-11-25,8160754.0
DE,2024-11-27,7882629.0
DE,2024-12-07,8098852.0
DE,2024-12-08,8414674.0
DE,2024-12-09,8473399.0
DE,2024-12-11,7832754.0
DE,2024-12-18,8010482.0
DE,2024-12-19,8067954.0
DE,2024-12-21,7759947.0
DE,2024-12-24,7601525.0
DE,2024-12-25,7081886.0
DE,2024-12-28,7094158.0
FR,2022-01-03,1598572.0
FR,2022-01-09,1013070.0
FR,2022-01-10,5543602.0
FR,2022-01-14,6745298.0
FR,2022-01-18,5655335.0
FR,2022-01-20,5612114.0
FR,2022-01-21,5552948.0
FR,2022-01-23,4999822.0
FR,2022-01-24,5130822.0
FR,2022-01-25,5176731.0
FR,2022-02-02,5261744.0
FR,2022-02-03,5354317.0
FR,2022-02-05,5574038.0
FR,2022-02-07,5563771.0
FR,2022-02-09,5669632.0
FR,2022-02-11,5367608.0
FR,2022-02-13,5111693.0
FR,2022-02-17,5258634.0
FR,2022-02-18,5128049.0
FR,2022-02-19,5066281.0
FR,2022-02-20,4899628.0
FR,2022-02-22,4924135.0
FR,2022-02-26,5311727.0
FR,2022-02-27,5622108.0
FR,2022-03-01,5465098.0
FR,2022-03-03,5395099.0
FR,2022-03-09,5326087.0
FR,2022-03-10,5669598.0
FR,2022-03-11,5493753.0
FR,2022-03-18,5484436.0
FR,2022-03-23,5522039.0
FR,2022-03-25,5556564.0
FR,2022-03-27,5123154.0
FR,2022-03-29,4948021.0
FR,2022-03-30,4983616.0
FR,2022-04-01,4877545.0
FR,2022-04-08,4741521.0
FR,2022-04-11,4821870.0
FR,2022-04-12,4672069.0
FR,2022-04-13,4603226.0
FR,2022-04-14,4448176.0
FR,2022-04-15,4322635.0
FR,2022-04-17,4816977.0
FR,2022-04-19,4692766.0
FR,2022-04-22,4479797.0
FR,2022-04-23,4496389.0
FR,2022-04-28,4547781.0
FR,2022-04-30,4463986.0
FR,2022-05-01,4556927.0
FR,2022-05-06,4507745.0
FR,2022-05-07,4498681.0
FR,2022-05-09,4331459.0
FR,2022-05-10,4207700.0
FR,2022-05-11,4163089.0
FR,2022-05-13,4182115.0
FR,2022-05-16,4393675.0
FR,2022-05-19,5148871.0
FR,2022-05-20,4795877.0
FR,2022-05-24,4780754.0
FR,2022-05-25,4818958.0
FR,2022-05-31,4798009.0
FR,2022-06-03,5992141.0
FR,2022-06-09,6363991.0
FR,2022-06-11,6624275.0
FR,2022-06-13,6791741.0
FR,2022-06-15,6922097.0
FR,2022-06-17,6968929.0
FR,2022-06-20,6902499.0
FR,2022-06-29,6963023.0
FR,2022-07-05,6951999.0
FR,2022-07-08,6961944.0
FR,2022-07-10,7196753.0
FR,2022-07-13,6541901.0
FR,2022-07-14,6527352.0
FR,2022-07-25,6601919.0
FR,2022-07-26,7064967.0
FR,2022-07-28,7066922.0
FR,2022-07-29,7018124.0
FR,2022-08-01,7274271.0
FR,2022-08-02,7253718.0
FR,2022-08-03,7230395.0
FR,2022-08-04,7797169.0
FR,2022-08-05,7517140.0
FR,2022-08-07,7466915.0
FR,2022-08-08,7839139.0
FR,2022-08-09,7625512.0
FR,2022-08-11,6947253.0
FR,2022-08-12,6831970.0
FR,2022-08-15,6871981.0
FR,2022-08-18,6760714.0
FR,2022-08-19,6814539.0
FR,2022-08-20,5715315.0
FR,2022-08-21,5295959.0
FR,2022-08-22,5451287.0
FR,2022-08-23,5223883.0
FR,2022-08-26,5250088.0
FR,2022-08-28,5198532.0
FR,2022-08-31,5173766.0
FR,2022-09-04,5088786.0
FR,2022-09-05,5092054.0
FR,2022-09-09,5134361.0
FR,2022-09-10,4908173.0
FR,2022-09-14,4984847.0
FR,2022-09-16,4999761.0
FR,2022-09-17,4945332.0
FR,2022-09-22,4503007.0
FR,2022-09-23,4502016.0
FR,2022-09-24,4429082.0
FR,2022-09-25,4067442.0
FR,2022-09-27,4237682.0
FR,2022-09-28,4276074.0
FR,2022-09-30,3944617.0
FR,2022-10-03,4010947.0
FR,2022-10-04,3735648.0
FR,2022-10-09,3585531.0
FR,2022-10-11,3532613.0
FR,2022-10-14,3692377.0
FR,2022-10-17,3767388.0
FR,2022-10-19,3797401.0
FR,2022-10-24,3748897.0
FR,2022-10-25,3711627.0
FR,2022-11-03,3599091.0
FR,2022-11-06,3662524.0
FR,2022-11-07,3127210.0
FR,2022-11-11,3222091.0
FR,2022-11-12,3021827.0
FR,2022-11-20,3018620.0
FR,2022-11-24,3030718.0
FR,2022-12-06,4380065.0
FR,2022-12-07,4407014.0
FR,2022-12-09,4414882.0
FR,2022-12-10,4463258.0
FR,2022-12-16,4392291.0
FR,2022-12-19,4379055.0
FR,2022-12-23,4500627.0
FR,2022-12-25,4493056.0
FR,2022-12-26,4471829.0
FR,2022-12-27,4553672.0
FR,2023-01-01,4691940.0
FR,2023-01-02,5271132.0
FR,2023-01-06,5235149.0
FR,2023-01-09,5107462.0
FR,2023-01-10,5114972.0
FR,2023-01-14,5071742.0
FR,2023-01-19,4868265.0
FR,2023-01-20,4925615.0
