video_id,trending_date,title,channel_title,category_id,category_name,publish_time,tags,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,description,country
UC-XviEMiFZ,2024-11-02,Rating the Government With MrBeast,GoodMythicalMorning,27,Education,2024-10-06T00:38:00.000Z,the ocean|music|youtube|trending|tiktok|viral|100 fans|the internet|education,1855738,85878,29690,24290,False,False,Watch this video about food. Subscribe for more!,DE
0aVvD2PzV6E,2024-03-28,I Challenged Minecraft,Cocomelon,1,Film & Animation,2024-03-22T09:53:00.000Z,the ocean|viral|film|history|animation|minecraft|youtube|trending,5698208,174501,32953,113298,False,False,Watch this video about minecraft. Subscribe for more!,FR
NWe9y0LzViy,2024-11-07,We Tried Amazon So You Don't Have To,Universal Music,10,Music,2024-10-27T02:24:00.000Z,amazon|music|the ocean|swimming with sharks|minecraft|this challenge|living underground|youtube,6085284,377603,133731,106077,False,False,Watch this video about this challenge. Subscribe for more!,GB
UZK6qnDgQLx,2023-01-16,Why Climate Change Changed Everything,Markiplier,28,Science & Technology,2022-12-25T09:08:00.000Z,trending|viral|money|technology|youtube|science,4459037,303024,108617,36753,False,False,Watch this video about minecraft. Subscribe for more!,AU
fwq-pOG5ugZ,2022-06-09,Building TikTok From Scratch,NBA,22,People & Blogs,2022-05-20T21:40:00.000Z,blogs|this challenge|surviving on $1|viral|people|famous youtubers,162840,6441,1523,3357,False,False,Watch this video about science. Subscribe for more!,MX
vm69hoDsyBB,2024-11-19,I Spent 30 Days Learning a New Language,5-Minute Crafts,26,Howto & Style,2024-11-16T13:47:00.000Z,100 fans|learning a new language|youtube|money,3073945,344368,26847,93871,True,False,Watch this video about music. Subscribe for more!,CA
MCjdfBNeWgy,2024-12-18,World's Cheapest the Algorithm,Cocomelon,22,People & Blogs,2024-11-21T19:19:00.000Z,youtube|trending|blogs|people|this challenge|viral|money|space,18401908,1081792,358298,182453,False,False,Watch this video about space. Subscribe for more!,FR
ALdsqwQdwmR,2023-07-11,I Spent 10 Days Swimming with Sharks,WWE,15,Pets & Animals,2023-07-09T07:38:00.000Z,trending|space|youtube|viral|pets|animals|coding an app,4158391,240619,37721,71105,False,False,Watch this video about this experiment. Subscribe for more!,MX
jvP-oSmzGgD,2024-08-06,Swimming with Sharks for 100 Hours Straight,5-Minute Crafts,26,Howto & Style,2024-07-08T14:26:00.000Z,this challenge|viral|music|trending|youtube|the internet|learning a new language|style|minecraft|this experiment,1267002,143319,22662,35492,False,False,Watch this video about tiktok. Subscribe for more!,MX
N6f5Tq6wt33,2022-11-05,Food Is Not What You Think,Sony Music,10,Music,2022-10-19T10:20:00.000Z,viral|this challenge|the algorithm|youtube,12688817,820552,74927,433291,False,False,Watch this video about history. Subscribe for more!,US
MuQabTw06Ns,2024-08-03,World's Rarest this Challenge,BLACKPINK,10,Music,2024-07-20T12:59:00.000Z,youtube|building a house|trending|tiktok|music|viral,1951659,227287,43242,48717,False,False,Watch this video about the internet. Subscribe for more!,IN
R2lKT-upGSb,2022-01-09,Money Is Not What You Think,BTS,10,Music,2022-01-03T18:44:00.000Z,music|the internet|food|the algorithm|viral|the ocean|trending|youtube|amazon,6143023,575039,50940,85910,False,False,Watch this video about minecraft. Subscribe for more!,AU
QVZcxVp-7hF,2022-10-10,World's Most Dangerous Amazon,Lofi Girl,1,Film & Animation,2022-09-30T02:13:00.000Z,space|animation|surviving on $1|trending|swimming with sharks|tiktok|eating only pizza|100 fans,1152122,28691,19452,37611,False,False,Watch this video about minecraft. Subscribe for more!,MX
6Xi1YC4pwtQ,2022-05-18,The REAL Reason Behind Music,Vlad and Niki,22,People & Blogs,2022-05-01T12:29:00.000Z,the government|people|viral|food|eating only pizza|100 fans|blogs|climate change,15169589,1649424,378229,436844,False,False,Watch this video about 100 fans. Subscribe for more!,IN
Xi5NNp8Y4fy,2022-06-04,Rating 100 Fans With an Expert,Jimmy Fallon,24,Entertainment,2022-05-26T10:00:00.000Z,youtube|coding an app|viral|history|food,7932414,177344,44341,227032,False,False,Watch this video about food. Subscribe for more!,JP
7_S57RRtt2F,2022-12-17,The Truth About this Challenge,A24,1,Film & Animation,2022-12-09T17:23:00.000Z,swimming with sharks|animation|youtube|coding an app|trending|building a house|film|viral,6062033,569272,10022,30652,False,False,Watch this video about the ocean. Subscribe for more!,DE
iWdjWMlv1uw,2024-12-20,Coding an App for 7 Hours Straight,CNN,25,News & Politics,2024-12-12T18:04:00.000Z,surviving on $1|living underground|minecraft|science|this experiment|trending|youtube|learning a new language|tiktok,330631,10111,745,9058,False,False,Watch this video about the government. Subscribe for more!,IN
O897ze9MU2c,2024-05-05,The REAL Reason Behind AI,Vlad and Niki,22,People & Blogs,2024-04-29T03:54:00.000Z,learning a new language|coding an app|youtube|music|viral|minecraft|science|blogs|trending|people,1461966,113609,26620,36052,False,False,Watch this video about science. Subscribe for more!,FR
dDUL73exPui,2023-10-25,30 vs 1: Climate Change Edition,Universal Music,10,Music,2023-10-03T15:31:00.000Z,trending|science|this challenge|breaking a world record|the government|music|food|youtube,14056792,1069351,304718,533275,False,True,Watch this video about food. Subscribe for more!,CA
ZObNlllXoaL,2023-01-11,I Challenged Food,GoodMythicalMorning,22,People & Blogs,2022-12-25T11:02:00.000Z,trending|youtube|blogs|food|100 fans|viral|amazon|space,4533083,155130,55088,22674,False,False,Watch this video about this challenge. Subscribe for more!,DE
MNWBw87PMvi,2023-10-04,Rating AI With MrBeast,Lofi Girl,10,Music,2023-09-26T20:55:00.000Z,swimming with sharks|tiktok|viral|living underground|ai|trending,3134656,269817,46052,84497,False,False,Watch this video about 100 fans. Subscribe for more!,CA
OgP59d2xFXn,2022-07-17,The REAL Reason Behind this Experiment,Smosh,23,Comedy,2022-06-17T01:20:00.000Z,amazon|trending|eating only pizza|youtube|comedy,5246392,627098,45819,164301,False,False,Watch this video about science. Subscribe for more!,DE
hdnxCDa1CY-,2024-08-10,I Challenged AI,BBC News,25,News & Politics,2024-07-23T14:11:00.000Z,music|learning a new language|politics|the government|news|space|minecraft|viral|trending|coding an app,1463873,83918,5659,58177,False,False,Watch this video about the government. Subscribe for more!,BR
yR5MBbHlBbk,2024-04-18,Why the Ocean Changed Everything,CollegeHumor,23,Comedy,2024-03-30T19:54:00.000Z,youtube|trending|famous youtubers|eating only pizza|comedy|viral|learning a new language|music,1682851,134468,28189,56748,False,False,Watch this video about science. Subscribe for more!,CA
H3hHOQ2RhoY,2024-11-14,Minecraft Is Not What You Think,BTS,10,Music,2024-10-22T23:17:00.000Z,this challenge|music|the government|trending|surviving on $1|ai|100 fans,9510699,886763,177386,344011,False,False,Watch this video about 100 fans. Subscribe for more!,CA
dss0puMG4JA,2022-03-25,We Tried Space So You Don't Have To,GoodMythicalMorning,22,People & Blogs,2022-02-26T16:46:00.000Z,trending|viral|swimming with sharks|amazon|blogs|people|youtube|the ocean,355363,36621,8357,4028,False,False,Watch this video about space. Subscribe for more!,BR
-61VEkTOFo6,2023-04-03,Building Science From Scratch,MrBeast,24,Entertainment,2023-03-06T20:50:00.000Z,ai|youtube|viral|the internet|trending|tiktok|entertainment|surviving on $1,1268056,111077,7647,7889,False,False,Watch this video about food. Subscribe for more!,BR
QnjKhS4vOgp,2024-05-04,We Tried YouTube So You Don't Have To,PewDiePie,20,Gaming,2024-04-28T01:32:00.000Z,gaming|eating only pizza|climate change|trending|ai|youtube,32729386,2070813,597534,892358,False,False,Watch this video about tiktok. Subscribe for more!,AU
qygsqAZFHZV,2023-09-20,The Truth About Climate Change,Ellen,28,Science & Technology,2023-09-15T21:06:00.000Z,coding an app|the internet|amazon|youtube|food|trending|swimming with sharks|living underground,1564586,67423,11219,7926,False,False,Watch this video about this experiment. Subscribe for more!,IN
XChx1kh-_-a,2024-10-19,Why Space Changed Everything,NBA,17,Sports,2024-10-08T08:33:00.000Z,youtube|the ocean|trending|sports|tiktok|100 fans|history,2164110,148218,48672,20857,False,False,Watch this video about science. Subscribe for more!,CA
IYlAo8Hr-X4,2024-09-29,Rating Climate Change With my Friends,Vlad and Niki,29,Nonprofits & Activism,2024-09-14T06:14:00.000Z,climate change|learning a new language|viral|living underground|nonprofits|ai|youtube|eating only pizza|coding an app|trending,4823353,405238,47157,139315,False,False,Watch this video about youtube. Subscribe for more!,FR
Miad7K8ljX0,2023-10-16,Reacting To this Experiment,CNN,25,News & Politics,2023-10-05T06:51:00.000Z,viral|building a house|youtube|history|space,1335342,101998,15877,11293,False,False,Watch this video about the government. Subscribe for more!,AU
xNIL7-dth-1,2023-05-05,I Challenged the Government,CNN,25,News & Politics,2023-04-08T18:47:00.000Z,food|viral|this experiment|trending|living underground|politics|history|youtube|news,414504,45412,1245,15200,False,False,Watch this video about space. Subscribe for more!,FR
Dyh3oyvEf_b,2022-04-26,How Money Actually Works,Tasty,26,Howto & Style,2022-03-27T03:56:00.000Z,howto|famous youtubers|learning a new language|viral|surviving on $1,2662920,126767,64878,83349,False,False,Watch this video about music. Subscribe for more!,JP
m2_vhiQ7VnW,2023-04-10,Eating Only Pizza for 1 Hours Straight,Cocomelon,1,Film & Animation,2023-03-13T01:59:00.000Z,music|animation|viral|food|film|youtube,2297614,230894,31851,26928,False,False,Watch this video about food. Subscribe for more!,DE
nvwV2s1nk_B,2023-04-01,World's Cheapest the Government,BBC News,25,News & Politics,2023-03-06T02:27:00.000Z,history|ai|youtube|news|amazon|viral|food|trending,2564597,142053,39197,88435,False,False,Watch this video about science. Subscribe for more!,AU
zSm2ZN6ogcw,2024-07-10,30 vs 1: Famous YouTubers Edition,Like Nastya,22,People & Blogs,2024-06-22T01:24:00.000Z,trending|learning a new language|space|people|youtube|ai|viral|blogs|building a house,1408436,115123,33273,39330,False,False,Watch this video about history. Subscribe for more!,MX
wG8oqqJxNKX,2024-05-01,Rating the Ocean With my Friends,Dude Perfect,17,Sports,2024-04-04T17:01:00.000Z,the government|viral|tiktok|building a house|sports|trending|famous youtubers|youtube|surviving on $1,4463786,240331,81413,80004,False,False,Watch this video about climate change. Subscribe for more!,DE
WgHIzCR7Mxg,2024-07-16,The REAL Reason Behind Amazon,Dude Perfect,17,Sports,2024-06-29T20:55:00.000Z,eating only pizza|sports|viral|youtube|surviving on $1|trending|famous youtubers,2201666,247997,42516,28929,False,True,Watch this video about youtube. Subscribe for more!,GB
Cx0cTyoOetA,2024-01-24,Reacting To the Government,A24,1,Film & Animation,2023-12-27T19:41:00.000Z,amazon|viral|trending|living underground|ai|the internet|minecraft|money,3374914,338033,48692,74263,False,False,Watch this video about minecraft. Subscribe for more!,US
ESE_gAKjwkt,2024-09-19,The REAL Reason Behind TikTok,ESPN,17,Sports,2024-09-18T19:29:00.000Z,trending|history|surviving on $1|sports|tiktok|amazon|breaking a world record|this experiment|youtube,1578482,163136,23969,38382,False,False,Watch this video about food. Subscribe for more!,IN
jiUkz138cgV,2023-11-25,Living Underground for 3 Hours Straight,PewDiePie,20,Gaming,2023-10-30T07:51:00.000Z,swimming with sharks|famous youtubers|trending|space|building a house|youtube|gaming,5539638,145337,8289,28894,False,False,Watch this video about this experiment. Subscribe for more!,AU
667GyBje3bY,2024-05-21,30 vs 1: Amazon Edition,SETIndia,27,Education,2024-05-13T05:35:00.000Z,food|this challenge|trending|tiktok|eating only pizza|the government|youtube|education|coding an app,738746,23054,7496,23680,False,False,Watch this video about this experiment. Subscribe for more!,DE
hDuGFhRmabf,2022-12-16,Why 100 Fans Changed Everything,PewDiePie,20,Gaming,2022-12-06T04:16:00.000Z,amazon|breaking a world record|coding an app|trending|viral|history|youtube|this challenge,8101784,336442,195710,91390,False,False,Watch this video about amazon. Subscribe for more!,MX
8T28tNe_cYF,2024-03-02,How this Challenge Actually Works,Smosh,26,Howto & Style,2024-02-17T12:55:00.000Z,history|style|climate change|science|howto|youtube|music|amazon|viral,1464646,54870,14763,39760,False,False,Watch this video about minecraft. Subscribe for more!,GB
IsFtMZ_Svrd,2024-08-08,The REAL Reason Behind the Ocean,Vice,25,News & Politics,2024-07-14T06:09:00.000Z,politics|viral|science|100 fans|news|trending|learning a new language|food|the internet|youtube,19102205,1196275,165996,601078,False,False,Watch this video about 100 fans. Subscribe for more!,CA
XQt5jaYoSJh,2024-11-20,Why AI Changed Everything,3Blue1Brown,27,Education,2024-10-25T05:08:00.000Z,education|trending|living underground|music|youtube|viral|history,4028403,468610,78007,135188,False,False,Watch this video about food. Subscribe for more!,GB
KemM4xxCVWW,2023-07-14,Living Underground for 30 Hours Straight,BTS,15,Pets & Animals,2023-07-08T17:04:00.000Z,animals|this challenge|pets|ai|tiktok|famous youtubers,464608,49959,10717,7817,False,False,Watch this video about food. Subscribe for more!,DE
mkzCVSgtfdv,2022-10-27,1000 vs 1: this Challenge Edition,Tasty,26,Howto & Style,2022-10-12T20:26:00.000Z,youtube|amazon|trending|howto|the ocean|science|building a house|style,4096627,423678,55826,75347,False,False,Watch this video about minecraft. Subscribe for more!,JP
wsEpYs4iGLZ,2023-09-08,The Truth About this Experiment,Cocomelon,1,Film & Animation,2023-08-16T23:08:00.000Z,viral|amazon|the algorithm|the internet|animation|swimming with sharks|film|the government|famous youtubers,14851611,1534331,338597,527566,False,False,Watch this video about space. Subscribe for more!,IN
Ny7_BlYpvp7,2023-10-21,1 vs 1: the Ocean Edition,Jimmy Fallon,24,Entertainment,2023-09-25T08:23:00.000Z,minecraft|living underground|the government|trending|breaking a world record|surviving on $1|entertainment,737637,62618,13507,15052,False,False,Watch this video about music. Subscribe for more!,JP
jsKlvvLtJ4E,2022-09-09,World's Most Dangerous the Internet,Ellen,24,Entertainment,2022-09-01T03:47:00.000Z,living underground|entertainment|youtube|music|climate change|viral|eating only pizza|trending,3027984,262536,29541,35924,False,False,Watch this video about this experiment. Subscribe for more!,FR
UEsQEvuzCiS,2023-02-18,World's Cheapest Food,BBC News,27,Education,2023-01-21T03:27:00.000Z,viral|space|youtube|the internet|the ocean|education|living underground|the algorithm|trending|building a house,2857542,323855,31709,67648,False,False,Watch this video about ai. Subscribe for more!,IN
Qap_poxhukM,2023-10-13,Swimming with Sharks for 100 Hours Straight,Kurzgesagt,27,Education,2023-10-03T00:10:00.000Z,building a house|swimming with sharks|youtube|coding an app,435497,13038,867,13099,False,False,Watch this video about this challenge. Subscribe for more!,AU
h450VY3GgpW,2023-08-22,The REAL Reason Behind 100 Fans,BLACKPINK,22,People & Blogs,2023-07-27T10:52:00.000Z,building a house|tiktok|viral|history|blogs|trending,56439078,3672653,718336,2100087,False,False,Watch this video about the internet. Subscribe for more!,US
TB8ANx3ViWq,2024-02-21,We Tried AI So You Don't Have To,CollegeHumor,23,Comedy,2024-02-07T13:02:00.000Z,coding an app|learning a new language|youtube|comedy|living underground,20419309,1784202,29868,771387,False,False,Watch this video about food. Subscribe for more!,US
TLPEKGKo1gN,2022-11-15,World's Fastest Science,PewDiePie,2,Autos & Vehicles,2022-11-14T16:31:00.000Z,trending|youtube|climate change|vehicles|viral|ai|breaking a world record,317906,23244,4524,8181,False,False,Watch this video about history. Subscribe for more!,DE
-zBYf8mn2XD,2023-09-20,We Tried 100 Fans So You Don't Have To,Zee Music,10,Music,2023-08-31T02:21:00.000Z,viral|trending|music|science|living underground|building a house|the government|the internet,2131857,90571,28244,78333,False,False,Watch this video about science. Subscribe for more!,DE
fV8sovmsaE-,2022-08-13,How History Actually Works,WWE,17,Sports,2022-07-29T05:30:00.000Z,amazon|trending|science|the internet|sports,1421014,104416,8047,15667,False,False,Watch this video about the internet. Subscribe for more!,DE
TASN6SoFrEF,2024-09-29,Why the Government Changed Everything,GoodMythicalMorning,22,People & Blogs,2024-09-13T08:52:00.000Z,viral|trending|coding an app|surviving on $1|climate change|blogs|people|youtube|swimming with sharks,2123357,204722,21449,14621,False,False,Watch this video about this experiment. Subscribe for more!,BR
_CRDtg35RqL,2024-01-21,The REAL Reason Behind Climate Change,Gordon Ramsay,26,Howto & Style,2024-01-07T05:45:00.000Z,style|viral|minecraft|living underground|youtube|howto,10998815,1173584,246452,144726,False,False,Watch this video about money. Subscribe for more!,CA
1GrGGTPDJ-w,2022-04-19,Building History From Scratch,Zee Music,10,Music,2022-04-12T02:42:00.000Z,youtube|music|amazon|viral|breaking a world record|history|ai|this experiment,1987131,95667,22760,34948,False,False,Watch this video about 100 fans. Subscribe for more!,MX
_Ktbo88vP-4,2023-02-23,The REAL Reason Behind Space,3Blue1Brown,23,Comedy,2023-02-18T15:42:00.000Z,youtube|building a house|comedy|tiktok|viral|history,3670983,264393,41173,143134,False,False,Watch this video about music. Subscribe for more!,BR
uHBCeSKAyhO,2024-05-05,10 vs 1: Amazon Edition,Smosh,26,Howto & Style,2024-04-07T22:04:00.000Z,ai|space|howto|youtube|trending|viral,3615855,332116,45084,56175,False,False,Watch this video about music. Subscribe for more!,CA
4ZUnn0je4CZ,2022-04-14,the Government Is Not What You Think,Cocomelon,29,Nonprofits & Activism,2022-04-12T16:49:00.000Z,this experiment|money|swimming with sharks|activism|amazon|trending|living underground|nonprofits|youtube,243475,5648,2606,3360,False,False,Watch this video about the ocean. Subscribe for more!,IN
rd37L0NAPOf,2024-09-10,How Money Actually Works,Veritasium,28,Science & Technology,2024-08-16T10:01:00.000Z,trending|money|youtube|tiktok|technology|viral|science|eating only pizza,3930768,301659,26189,50596,False,False,Watch this video about history. Subscribe for more!,IN
FaiPKBkrvC-,2023-02-04,We Tried YouTube So You Don't Have To,Markiplier,24,Entertainment,2023-01-07T22:41:00.000Z,science|tiktok|viral|amazon|money|climate change|youtube,4778943,324143,81149,149694,False,False,Watch this video about amazon. Subscribe for more!,MX
EPnx_VFx2uT,2023-07-11,The REAL Reason Behind Minecraft,DC,1,Film & Animation,2023-06-21T22:12:00.000Z,this challenge|amazon|trending|film|science,7007280,405082,151465,133790,False,False,Watch this video about music. Subscribe for more!,US
5xVPosKQBlZ,2024-05-13,We Tried Science So You Don't Have To,CNN,10,Music,2024-04-30T09:48:00.000Z,the ocean|living underground|viral|music,870741,81059,933,12924,False,False,Watch this video about climate change. Subscribe for more!,FR
OWNmGUH0JnU,2023-05-06,How Climate Change Actually Works,BBC News,22,People & Blogs,2023-04-16T19:53:00.000Z,youtube|the algorithm|viral|blogs|building a house|trending|science|people,2083491,92634,45755,67401,False,False,Watch this video about this experiment. Subscribe for more!,MX
q6zQ77l6XUd,2024-10-01,How the Ocean Actually Works,ESPN,17,Sports,2024-09-23T23:40:00.000Z,the algorithm|science|eating only pizza|the government|tiktok|viral|trending,3049689,245083,4884,115796,False,False,Watch this video about ai. Subscribe for more!,JP
ocnFcB_ihTp,2022-04-03,We Tried Minecraft So You Don't Have To,Cocomelon,1,Film & Animation,2022-03-22T20:36:00.000Z,animation|film|climate change|viral|trending|this challenge|youtube|the algorithm,1423168,99817,28314,51681,False,True,Watch this video about 100 fans. Subscribe for more!,DE
uai7T1GTwXY,2024-04-05,I Spent 100 Days Coding an App,Jimmy Fallon,22,People & Blogs,2024-03-08T06:38:00.000Z,youtube|trending|this challenge|blogs|eating only pizza|viral|surviving on $1|ai|people|the internet,3541825,123051,37266,104437,False,False,Watch this video about the internet. Subscribe for more!,CA
jjB3yRWup8a,2024-03-13,World's Rarest History,MKBHD,28,Science & Technology,2024-03-09T22:03:00.000Z,tiktok|this experiment|eating only pizza|youtube|science,1664732,128828,27075,34923,False,False,Watch this video about food. Subscribe for more!,MX
5R8x4wK35kj,2024-11-22,We Tried Music So You Don't Have To,PewDiePie,20,Gaming,2024-10-24T02:09:00.000Z,gaming|viral|the ocean|youtube|space|the government,5837656,148663,62235,204630,False,False,Watch this video about famous youtubers. Subscribe for more!,MX
QWMTaB0AhYZ,2023-05-04,Building TikTok From Scratch,BLACKPINK,1,Film & Animation,2023-04-16T02:20:00.000Z,space|minecraft|ai|animation|history|film|youtube,3802575,422908,47756,65491,False,False,Watch this video about climate change. Subscribe for more!,MX
wu3JmggPdSI,2024-03-23,Rating this Challenge With an Expert,Warner Music,10,Music,2024-03-18T16:36:00.000Z,youtube|trending|music|the algorithm|viral|this challenge,14469742,704528,139703,110188,False,False,Watch this video about money. Subscribe for more!,US
dx-L-rzgag1,2023-09-19,The REAL Reason Behind TikTok,Linus Tech Tips,22,People & Blogs,2023-09-02T15:02:00.000Z,tiktok|science|breaking a world record|trending,1906204,81021,41154,71351,False,False,Watch this video about famous youtubers. Subscribe for more!,CA
LTujSXK7y2L,2023-05-25,I Spent 7 Days Breaking a World Record,Jimmy Fallon,24,Entertainment,2023-05-06T03:59:00.000Z,ai|entertainment|amazon|this challenge|the government|youtube|viral|coding an app|learning a new language,7031118,299351,32674,174675,False,False,Watch this video about the ocean. Subscribe for more!,CA
pIXatnm4Gqj,2022-08-12,100 Things You Didn't Know About Food,Ellen,24,Entertainment,2022-07-17T07:54:00.000Z,entertainment|the algorithm|building a house|learning a new language|the internet|viral|trending|youtube,22543640,671211,164933,884573,False,False,Watch this video about the internet. Subscribe for more!,BR
vIJdEN6ZNUg,2022-04-19,We Tried Space So You Don't Have To,Linus Tech Tips,28,Science & Technology,2022-03-20T02:54:00.000Z,ai|science|swimming with sharks|this experiment|technology|the internet,1195036,88850,20935,39635,False,False,Watch this video about the ocean. Subscribe for more!,FR
ZBxNwMkosXi,2024-01-12,The REAL Reason Behind the Government,Tasty,26,Howto & Style,2024-01-02T10:42:00.000Z,howto|viral|amazon|this experiment|surviving on $1|climate change|trending|youtube,688221,57383,7279,15427,False,False,Watch this video about the algorithm. Subscribe for more!,US
085kGEtD1YC,2023-02-16,Rating this Experiment With my Friends,Linus Tech Tips,28,Science & Technology,2023-02-13T21:23:00.000Z,trending|science|youtube|learning a new language,734872,64489,4208,14759,False,False,Watch this video about climate change. Subscribe for more!,AU
CNjOgFACLZd,2023-10-06,Learning a New Language for 10 Hours Straight,BLACKPINK,25,News & Politics,2023-09-13T21:43:00.000Z,climate change|viral|tiktok|politics|ai|news|trending|youtube,1984656,128492,23275,11841,False,False,Watch this video about climate change. Subscribe for more!,FR
htnpSwlgxNr,2023-05-30,I Challenged Amazon,ESPN,17,Sports,2023-05-29T02:27:00.000Z,minecraft|sports|youtube|100 fans,1865275,158563,18904,48943,False,False,Watch this video about ai. Subscribe for more!,US
r2PuXI2yc3l,2024-02-06,How Climate Change Actually Works,A24,2,Autos & Vehicles,2024-01-21T20:06:00.000Z,ai|climate change|autos|viral|100 fans|food|coding an app|trending,2936992,160012,24902,51529,False,False,Watch this video about this experiment. Subscribe for more!,US
dfGodlOyTi-,2023-10-01,The Truth About Money,CollegeHumor,23,Comedy,2023-09-07T12:17:00.000Z,trending|this challenge|viral|youtube|comedy|this experiment|the internet|tiktok|the ocean,5214418,476184,20779,137437,False,False,Watch this video about the government. Subscribe for more!,FR
QZLsAO0TNND,2022-04-18,World's Largest the Internet,Linus Tech Tips,15,Pets & Animals,2022-03-23T11:55:00.000Z,food|pets|ai|youtube|animals|trending|100 fans|eating only pizza,1869911,94473,18436,22094,True,False,Watch this video about the government. Subscribe for more!,DE
Hn2MNIM7t4J,2022-12-21,The Truth About AI,Vox,27,Education,2022-12-07T01:02:00.000Z,money|breaking a world record|the internet|youtube|trending|viral,1083310,91640,18214,11758,False,False,Watch this video about climate change. Subscribe for more!,MX
akOpP79FYPR,2023-02-18,We Tried Amazon So You Don't Have To,Veritasium,28,Science & Technology,2023-01-31T06:27:00.000Z,learning a new language|viral|coding an app|trending|youtube|swimming with sharks|minecraft|science|living underground|the internet,1749587,170143,4194,13664,False,False,Watch this video about music. Subscribe for more!,AU
Rsy8bY8UOZV,2023-01-29,The Truth About Space,BTS,28,Science & Technology,2023-01-18T22:15:00.000Z,viral|youtube|the algorithm|tiktok|space|trending|technology|science,5528706,643802,52231,122497,False,False,Watch this video about music. Subscribe for more!,IN
ik0OA-isu6g,2024-05-05,I Challenged the Internet,Markiplier,28,Science & Technology,2024-04-15T16:14:00.000Z,history|food|swimming with sharks|science|money|coding an app|trending|viral|youtube|the algorithm,861644,47828,6225,12202,False,False,Watch this video about food. Subscribe for more!,CA
2CKpmJwvi98,2023-07-05,Rating the Government With 100 Kids,Veritasium,28,Science & Technology,2023-06-21T19:43:00.000Z,science|the internet|the government|minecraft|youtube|trending|technology,862894,78152,2655,30782,False,False,Watch this video about this experiment. Subscribe for more!,DE
KP4Os_6Dyl9,2024-06-13,Surviving on $1 for 1 Hours Straight,PewDiePie,20,Gaming,2024-05-28T18:25:00.000Z,climate change|gaming|money|youtube|viral|space|the internet|trending|breaking a world record,8124849,339070,110421,71403,True,False,Watch this video about famous youtubers. Subscribe for more!,MX
ey6dQz3WtN1,2024-06-08,Why Amazon Changed Everything,Tasty,26,Howto & Style,2024-05-22T13:51:00.000Z,viral|style|trending|the internet|youtube|music|howto,10382866,1052258,218039,149517,False,False,Watch this video about tiktok. Subscribe for more!,JP
5mqrvVkT9Jc,2023-11-09,The Truth About the Algorithm,Marvel,1,Film & Animation,2023-10-22T12:39:00.000Z,breaking a world record|animation|trending|surviving on $1|youtube|tiktok|famous youtubers|film|building a house,4060038,215888,54866,49261,False,False,Watch this video about youtube. Subscribe for more!,IN
elZtiSSSVlv,2024-09-08,Amazon Is Not What You Think,ESPN,17,Sports,2024-08-18T08:45:00.000Z,trending|the algorithm|ai|sports|youtube|history,932024,56064,5834,18186,False,False,Watch this video about food. Subscribe for more!,JP
Xy74XIMFkM1,2023-01-16,100 Fans Is Not What You Think,DC,1,Film & Animation,2023-01-01T13:32:00.000Z,living underground|animation|youtube|the internet|coding an app|trending|viral|film,635752,19206,2961,20609,False,False,Watch this video about music. Subscribe for more!,CA
xDFchooa7l8,2024-08-28,History Is Not What You Think,ESPN,17,Sports,2024-08-27T17:24:00.000Z,ai|sports|viral|youtube,588699,65994,8364,6653,False,False,Watch this video about the algorithm. Subscribe for more!,AU
n98She0Om0y,2024-06-04,World's Fastest Food,Vlad and Niki,25,News & Politics,2024-05-28T02:23:00.000Z,politics|building a house|living underground|the internet|minecraft|viral|trending|ai,1301244,103189,27337,7843,False,False,Watch this video about the internet. Subscribe for more!,GB
PwhMaRs9sj7,2023-03-10,Reacting To this Challenge,Warner Music,10,Music,2023-02-15T08:38:00.000Z,trending|this challenge|climate change|viral|history|minecraft|music,20240852,1291621,173399,271158,False,False,Watch this video about this challenge. Subscribe for more!,MX
tDje6z8R8mF,2022-02-03,Building Money From Scratch,WWE,28,Science & Technology,2022-01-12T11:08:00.000Z,youtube|surviving on $1|food|money|trending|science|technology,1070537,63896,22167,20842,False,False,Watch this video about the algorithm. Subscribe for more!,GB
MN2wtDBhAcn,2022-01-03,We Tried Food So You Don't Have To,5-Minute Crafts,26,Howto & Style,2021-12-28T20:26:00.000Z,trending|style|the government|breaking a world record|howto|history,4345286,348938,44475,66836,False,False,Watch this video about ai. Subscribe for more!,DE
YcKm04oV9V0,2023-01-25,Reacting To the Government,A24,29,Nonprofits & Activism,2023-01-19T23:21:00.000Z,viral|minecraft|the ocean|climate change|trending|nonprofits|youtube|surviving on $1|100 fans,8259151,659984,188857,187183,False,False,Watch this video about minecraft. Subscribe for more!,CA
O-LWEYIQMC-,2022-11-04,How 100 Fans Actually Works,Linus Tech Tips,28,Science & Technology,2022-10-27T07:36:00.000Z,the ocean|viral|trending|famous youtubers|science|food,2235361,59822,39721,86074,False,False,Watch this video about food. Subscribe for more!,GB
jlLfnWHpPL-,2022-05-13,The REAL Reason Behind AI,T-Series,10,Music,2022-05-03T21:43:00.000Z,surviving on $1|famous youtubers|trending|youtube|science|music,3610812,298340,54532,106901,False,False,Watch this video about 100 fans. Subscribe for more!,GB
YARL_9ZrdVX,2022-12-07,3 vs 1: 100 Fans Edition,Saturday Night Live,28,Science & Technology,2022-11-18T17:56:00.000Z,minecraft|science|youtube|the internet|money|technology|trending|space|building a house,2943685,338991,21573,110124,False,False,Watch this video about this experiment. Subscribe for more!,AU
